Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
A model to manage cooperative projects risks to create knowledge and drive sustainable business,9.65,20.44,14.25,16.59,12.32,15.2
"Big data, technology capability and construction project quality: a cross-level investigation",9.65,17.96,14.02,22.71,11.91,16.22
Disc cutter wear prediction based on the friction work principle,6.29,15.19,11.68,14.41,9.65,15.2
Curriculum development to acquire analytical competencies using an industry BOK,6.14,15.75,10.75,16.59,8.01,14.53
Data Query Method of Science and Technology Management Based on Relational Engine,5.56,15.47,11.45,16.59,8.62,14.19
Mapping bioenergy stakeholders: A systematic and scientometric review of capabilities and expertise in bioenergy research in the United Kingdom,8.04,19.34,11.68,19.65,9.86,12.16
Digital Transformation Journey of Field Operations at Abu Dhabi Offshore Field in UAE,9.5,19.34,16.82,18.34,14.78,18.58
Construction Cost Control Method Based on BIM information Integration Platform,5.41,15.19,11.45,15.28,9.24,14.53
VIAProMa: An Agile Project Management Framework for Mixed Reality,8.19,13.54,10.98,16.16,8.01,13.85
SLD Instrumentation in Icing Wind Tunnels – Investigation Overview,8.19,13.81,12.62,17.47,10.27,15.54
Develop JMP 16_Based STEAMS and Six Sigma DMAIC Training Curriculum for Data Scientist,6.73,15.19,11.21,16.16,10.47,14.19
Effect of Corner Strength Enhancement on Shear Behaviour of Stainless Steel Lipped Channel Sections,6.14,13.54,10.98,17.9,10.27,14.53
Multimedia Portfolio Behavior Analysis Based on Bayesian Game Algorithm,6.58,16.3,11.45,12.66,10.88,12.5
What Are the Critical Success Factors for Agile Analytics Projects?,5.7,15.75,9.11,16.16,7.19,9.12
A Deep Residual Shrinkage Neural Network-based Deep Reinforcement Learning Strategy in Financial Portfolio Management,5.85,14.92,10.28,13.54,10.27,11.49
Intel realizes $25 billion by applying advanced analytics from product architecture design through supply chain planning,8.19,16.02,12.62,19.65,9.45,13.18
Optimizing healthcare,9.06,15.47,10.75,19.21,10.27,12.16
Benchmarking and visualization of building portfolios by applying text analytics to maintenance work order logs,5.56,14.09,11.45,21.83,9.86,12.84
Financial Time Series Prediction Model Based Recurrent Neural Network,5.7,15.47,12.38,17.9,10.68,13.85
Making sense of business analytics in project selection and prioritisation: insights from the start-up trenches,9.8,20.72,13.32,20.09,11.5,14.19
The Five Elements of AI to Leverage Data and Dominate Your Industry,6.87,15.19,12.62,16.59,10.27,13.51
A survey study of success factors in data science projects,6.87,29.83,14.49,16.16,11.09,15.2
Digital field development planning: A collaboration between technology & process to enable fast and efficient field development planning,12.28,21.82,17.99,27.95,14.58,16.89
Features extraction of wind ramp events from a virtual wind park,7.75,17.68,14.95,17.47,12.11,16.22
"Using Data Analytics and Visualization Dashboard for Engineering, Procurement, and Construction Project's Performance Assessment",10.53,19.89,15.19,24.02,14.17,21.28
Data-driven methodology to support long-lasting logistics and decision making for urban last-mile operations,10.67,19.61,15.89,16.59,13.76,18.24
Review of recent advances in petroleum fluid properties and their representation,7.89,19.34,14.72,17.47,11.7,17.91
Optimal Portfolio Construction of Islamic Financing Instrument in Malaysia,5.85,14.64,11.92,10.92,7.6,12.16
"15th International Conference on Knowledge Management in Organizations, KMO 2021",10.09,20.17,13.55,21.4,12.32,15.88
ADVANCED ENTERPRISE ASSET MANAGEMENT SYSTEMS: IMPROVE PREDICTIVE MAINTENANCE and ASSET PERFORMANCE by LEVERAGING INDUSTRY 4.0 and the INTERNET of THINGS (IOT),6.87,15.75,12.85,14.41,10.88,15.88
Risk and uncertainty in team building: Evidence from a professional basketball market,4.53,12.71,10.28,14.85,7.39,10.14
Assessment of sustainable integration of new products into value chain through a generic decision support model: An application to the forest value chain,9.36,17.68,14.72,22.27,10.88,16.22
Analysis of the effectiveness of the successive concessions method to solve the problem of diversification,7.75,18.78,12.62,17.03,11.5,14.53
Design Comorbidity Portfolios to Improve Treatment Cost Prediction of Asthma Using Machine Learning,9.21,18.23,15.42,17.9,15.4,19.26
Big Data in Smart Infrastructure,7.02,16.3,14.02,14.41,10.06,13.85
"Realistic interplays between data science and chemical engineering in the first quarter of the 21st century, part 2: Dos and don'ts",8.04,16.3,15.19,17.47,12.32,13.85
Value Extracting in Relative Performance Appraisal with Network DEA: An Application to U.S. Equity Mutual Funds,9.65,20.44,15.65,18.34,12.11,16.55
Realizing value from shadow analytics: A case study,6.43,15.47,10.28,15.72,9.24,11.49
Data-driven approaches in FinTech: a survey,8.19,18.51,11.68,17.03,11.09,12.5
Optimization of energy consumption in chemical production based on descriptive analytics and neural network modeling,7.75,19.34,12.38,13.54,11.7,15.88
Application of a New Hybrid MCDM Technique Combining Grey Relational Analysis with AHP-TOPSIS in Ranking of Stocks in the Indian IT Sector,7.75,17.96,14.95,20.09,10.47,16.55
Implementing machine learning for finance: A systematic approach to predictive risk and performance analysis for investment portfolios,6.58,14.64,13.32,13.97,10.47,15.54
"15th International Conference on Dynamical Systems: Theory and Applications, 2019",8.77,20.44,14.72,19.65,11.5,15.2
Patent-trademark linking framework for business competition analysis,7.46,16.02,12.38,20.09,9.65,11.82
Technologies for Advancing Offshore Enhanced Oil Recovery Capabilities,7.6,20.17,12.15,17.9,10.06,13.85
"Digital Water: Enabling a More Resilient, Secure and Equitable Water Future",8.48,15.47,13.79,19.21,9.45,11.82
Project duration-cost-quality prediction model based on Monte Carlo simulation,4.97,22.38,10.51,13.1,8.83,14.53
Key resources for industry 4.0 adoption and its effect on sustainable production and circular economy: An empirical study,8.04,19.89,13.32,20.52,10.88,17.57
Corporate Governance Efficiency: Automation of Corporate Governance Procedures,5.12,11.33,13.55,16.16,6.78,10.47
The influence of digital technologies on supply chain coordination strategies,11.84,23.2,17.76,24.02,13.14,16.55
Planning for Unknown in The New Age of Digital: A Paradigm for Offshore Oil and Gas Risk Assessment and Management,13.74,19.89,19.39,22.71,17.04,17.57
Analysis of Success Factors Ranking: Machine Learning Projects of E-Commerce in Indonesia,7.75,18.51,14.25,20.09,10.47,16.55
Par munis: Sub-par performance,6.29,12.15,11.21,14.41,8.01,12.16
"Strategic Management, Decision Theory, and Decision Science: Contributions to Policy Issues",8.48,16.3,11.45,15.72,10.68,14.53
Effect of data privacy and security investment on the value of big data firms,6.14,16.85,11.68,15.28,8.42,10.47
The Use of Features to Enhance the Capability of Deep Reinforcement Learning for Investment Portfolio Management,6.87,14.36,11.21,15.72,9.65,13.18
Clean manufacturing powered by biology: how Amyris has deployed technology and aims to do it better,5.26,13.54,10.75,15.72,7.8,10.81
Leveraging purchase regularity for predicting customer behavior the easy way,7.75,18.23,13.55,20.96,12.32,16.89
An uncertainty-based framework for technology portfolio selection for future aircraft program,5.85,15.19,9.11,16.16,7.6,10.81
Optimal drawdown for Woodford and mayes in the Anadarko Basin using data analytics,7.89,18.23,13.32,14.41,13.35,17.57
Price series cross-correlation analysis to enhance the diversification of itemset-based stock portfolios,5.99,12.15,10.28,13.54,9.65,12.5
"27th European Conference on Systems, Software and Services Process Improvement, EuroSPI 2020",8.77,19.34,13.32,24.89,12.94,17.91
Sizing a renewable microgrid for flow shop manufacturing using climate analytics,5.85,13.54,11.68,12.23,9.45,13.51
Medical device portfolio cleanup,6.87,16.85,14.49,16.16,10.68,14.53
Ontology-based knowledge representation for industrial megaprojects analytics using linked data and the semantic web,6.58,15.47,14.02,15.28,9.86,14.53
Boosting Insights in Insurance Tariff Plans with Tree-Based Machine Learning Methods,7.02,17.96,11.92,12.66,9.24,12.84
Stock Market Prediction and Portfolio Optimization Using Data Analytics,4.97,15.75,11.21,13.54,9.65,11.82
Data Analysis of Readiness Programs of Machine-Building Enterprises,6.73,12.98,11.68,13.54,10.06,12.84
A predictive modeling approach to estimating seismic retrofit costs,4.97,14.09,10.75,12.66,9.86,14.19
Artificial intelligence for ETF market prediction and portfolio optimization,6.87,18.51,12.38,14.41,10.27,13.85
A Categorization of Cloud-Based Services and their Security Analysis in the Healthcare Sector,5.56,14.92,9.81,19.21,8.42,10.47
The digital twin in a brownfield environment: How to manage dark data,8.19,19.06,14.49,23.14,11.7,15.2
SKI: An Agile Framework for Data Science,5.26,15.19,10.98,15.72,6.98,11.82
Software project failures prediction using logistic regression modeling,5.99,16.3,11.68,17.03,9.65,16.89
Systems Thinking in Software Projects-an Artificial Neural Network Approach,6.58,17.4,12.85,15.72,11.09,16.22
Revisiting the Roles of Structural Engineering Design Professionals under Their Increasing Risks and Associated Liabilities,8.63,17.4,12.38,18.78,12.11,12.84
Application of Advanced Data Analytics in the Audit Process,6.87,16.02,13.08,17.47,9.45,13.51
The secure act and your retirement objectives,3.65,11.05,8.18,10.48,5.75,9.8
Request for information frequency and their turnaround time in construction projects: A data-analytic study,7.31,18.23,12.15,14.41,8.62,14.19
Ten caveats of learning analytics in health professions education: A consumer’s perspective,5.26,13.26,11.21,13.1,8.62,10.47
IT-Application behaviour analysis: Predicting critical system states on openstack using monitoring performance data and log files,5.85,15.75,11.92,18.34,10.68,19.59
Prediction-Based Portfolio Optimization Models Using Deep Neural Networks,7.02,16.3,12.62,14.85,11.09,17.57
Smart City Digital Twin-Enabled Energy Management: Toward Real-Time Urban Building Energy Benchmarking,7.02,13.81,10.98,17.03,10.47,13.18
Current Status and Future Opportunities for Big Data Research in the Construction Industry,9.5,21.27,14.49,18.34,12.73,17.23
Deriving wisdom from virtual investing communities: an alternative strategy to stock recommendations,9.36,22.1,14.49,17.9,11.29,14.86
Mobilizing intuitive judgement during organizational decision making: When business intelligence is not the only thing that matters,6.29,15.75,10.05,17.03,9.65,10.47
"The role of big data, data science and data analytics in financial engineering",7.31,18.51,13.55,20.52,10.47,13.51
"19th Mexican International Conference on Artificial Intelligence, MICAI 2020",7.31,18.78,13.55,14.85,12.32,12.16
Fundamentals of institutional asset management,6.14,14.36,13.32,10.92,8.21,12.84
Digital innovation to drive intelligent utility enterprise,6.58,13.54,9.11,14.85,10.68,10.81
Valuing and Investing in Equities: CROCI: Cash Return on Capital Investment,4.68,11.33,9.35,10.92,7.6,8.78
"21st International Conference on Product-Focused Software Process Improvement, PROFES 2020",7.31,20.17,11.68,20.09,9.86,14.86
"Erratum regarding missing Declaration of Competing Interest statements in previously published articles (Operations Research Perspectives (2018) 5 (256–264), (S2214716018301234), (10.1016/j.orp.2018.08.005))",7.46,17.68,12.38,17.9,11.09,14.19
A Multi-Agent Reinforcement Learning Approach for Stock Portfolio Allocation,4.82,12.98,9.81,15.72,8.01,11.15
Application of Deep Q-Network in Portfolio Management,5.99,13.81,10.05,12.23,10.27,11.82
Asset Management: Tools And Issues,8.63,19.61,15.19,16.16,11.29,14.53
EnergyStar++: Towards more accurate and explanatory building energy benchmarking,7.6,17.68,14.25,14.41,12.53,18.58
"Evaluation index system construction for geological environmental bearing capacity and its application in Henan Province, China",8.33,17.13,14.25,16.16,11.7,15.54
Evolution Paths for Knowledge Discovery and Data Mining Process Models,7.89,17.96,11.92,15.28,9.65,11.15
"Energy transition, strategies and competencies: Outcomes from an ai decision support system",5.99,12.71,10.51,14.41,7.39,11.82
"Data analytics on graphs Part III: Machine learning on graphs, from graph topology to applications",11.55,24.03,15.89,21.83,14.37,16.55
A journey towards providing intelligence and actionable insights to development teams in software delivery,4.82,13.81,10.98,20.09,8.42,11.49
Risk-based decision support system for U.S. Air force water and wastewater: Infrastructure asset management,7.89,15.19,12.15,19.21,11.91,11.82
SPortfolio: Stratified Visual Analysis of Stock Portfolios,6.87,18.23,13.32,13.97,11.29,15.54
Investigating profitability performance of construction projects using big data: A project analytics approach,9.5,16.3,12.62,15.72,12.94,17.91
Big Data-Driven Cognitive Computing System for Optimization of Social Media Analytics,7.75,20.99,15.42,17.47,11.7,15.54
Comparative analysis of ARIMA model and neural network in predicting stock price,5.85,14.09,10.51,13.54,9.24,13.51
4D and 5D BIM: A system for automation of planning and integrated cost management,10.38,20.44,16.59,23.58,12.11,15.54
A data science and open source software approach to analytics for strategic sourcing,8.92,14.92,11.21,16.16,9.45,13.85
Fuzzy model estimation of the risk factors impact on the target of promotion of the software product,6.58,14.64,11.92,16.16,9.03,12.5
Organisational project evaluation via machine learning techniques: an exploration,7.02,17.4,10.98,15.72,10.06,12.84
